cement,slag,ash,water,superplastic,coarseagg,fineagg,age,strength,cement_cat,slag_cat,ash_cat,water_cat,superplastic_cat,coarseagg_cat,fineagg_cat,age_cat
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28,55.5,mittel,hoch,niedrig,niedrig,hoch,niedrig,hoch,niedrig
304.8,0.0,99.6,196.0,9.8,959.4,705.2,28,30.12,mittel,niedrig,hoch,hoch,hoch,mittel,niedrig,niedrig
266.0,112.0,87.0,178.0,10.0,910.0,745.0,28,39.42,mittel,mittel,mittel,mittel,hoch,niedrig,niedrig,niedrig
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09,niedrig,hoch,hoch,mittel,mittel,mittel,niedrig,niedrig
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,hoch,hoch,niedrig,niedrig,hoch,mittel,mittel,niedrig
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,39.36,niedrig,hoch,niedrig,mittel,niedrig,hoch,hoch,hoch
150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28,37.43,niedrig,hoch,niedrig,mittel,hoch,hoch,niedrig,niedrig
310.0,142.8,0.0,167.9,10.0,914.3,804.0,28,45.3,mittel,hoch,niedrig,niedrig,hoch,niedrig,hoch,niedrig
148.0,0.0,182.0,181.0,15.0,839.0,884.0,28,15.52,niedrig,niedrig,hoch,mittel,hoch,niedrig,hoch,niedrig
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28,41.68,niedrig,hoch,niedrig,hoch,niedrig,mittel,niedrig,niedrig
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14,31.35,niedrig,niedrig,hoch,niedrig,mittel,hoch,mittel,niedrig
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3,4.57,niedrig,hoch,niedrig,mittel,niedrig,niedrig,hoch,niedrig
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90,54.6,mittel,hoch,niedrig,hoch,niedrig,mittel,niedrig,hoch
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28,24.05,niedrig,hoch,niedrig,hoch,niedrig,mittel,mittel,niedrig
296.0,0.0,107.0,221.0,11.0,819.0,778.0,28,31.42,mittel,niedrig,hoch,hoch,hoch,niedrig,mittel,niedrig
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100,58.61,mittel,niedrig,hoch,niedrig,hoch,hoch,mittel,hoch
424.0,22.0,132.0,178.0,8.5,822.0,750.0,56,65.7,hoch,mittel,hoch,mittel,mittel,niedrig,niedrig,hoch
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3,10.76,niedrig,niedrig,hoch,mittel,mittel,hoch,mittel,niedrig
297.8,137.2,106.9,201.3,6.0,878.4,655.3,28,53.52,mittel,hoch,hoch,hoch,mittel,niedrig,niedrig,niedrig
321.3,164.2,0.0,190.5,4.6,870.0,774.0,28,57.22,mittel,hoch,niedrig,mittel,mittel,niedrig,mittel,niedrig
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,41.68,hoch,niedrig,niedrig,mittel,niedrig,niedrig,hoch,hoch
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28,17.28,niedrig,hoch,niedrig,mittel,niedrig,niedrig,hoch,niedrig
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91,57.6,hoch,mittel,niedrig,niedrig,hoch,niedrig,hoch,hoch
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90,54.28,hoch,niedrig,niedrig,mittel,niedrig,niedrig,niedrig,hoch
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,hoch,hoch,niedrig,niedrig,hoch,mittel,mittel,niedrig
134.7,0.0,165.7,180.2,10.0,961.0,804.9,28,13.29,niedrig,niedrig,hoch,mittel,hoch,mittel,hoch,niedrig
250.0,0.0,95.7,187.4,5.5,956.9,861.2,3,13.82,mittel,niedrig,mittel,mittel,mittel,mittel,hoch,niedrig
284.0,15.0,141.0,179.0,5.5,842.0,801.0,56,44.52,mittel,mittel,hoch,mittel,mittel,niedrig,mittel,hoch
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,27.74,hoch,niedrig,niedrig,mittel,niedrig,niedrig,mittel,niedrig
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,74.19,hoch,hoch,niedrig,mittel,mittel,niedrig,mittel,hoch
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100,42.92,niedrig,niedrig,hoch,niedrig,mittel,hoch,hoch,hoch
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3,17.22,mittel,niedrig,hoch,mittel,mittel,hoch,mittel,niedrig
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28,51.33,mittel,niedrig,hoch,niedrig,hoch,hoch,mittel,niedrig
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3,6.9,niedrig,hoch,niedrig,hoch,niedrig,mittel,niedrig,niedrig
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82,niedrig,mittel,hoch,niedrig,hoch,hoch,niedrig,niedrig
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,61.09,hoch,hoch,niedrig,niedrig,hoch,niedrig,mittel,niedrig
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,28,24.24,niedrig,mittel,hoch,niedrig,mittel,hoch,mittel,niedrig
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29,hoch,mittel,niedrig,niedrig,hoch,niedrig,hoch,niedrig
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120,39.38,hoch,niedrig,niedrig,mittel,niedrig,hoch,hoch,hoch
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14,48.4,hoch,niedrig,niedrig,mittel,niedrig,hoch,niedrig,niedrig
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28,53.39,hoch,mittel,mittel,niedrig,hoch,mittel,niedrig,niedrig
300.0,0.0,120.0,212.0,10.0,878.0,728.0,28,23.84,mittel,niedrig,hoch,hoch,hoch,niedrig,niedrig,niedrig
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14,17.84,niedrig,mittel,mittel,mittel,mittel,hoch,mittel,niedrig
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3,8.2,mittel,niedrig,niedrig,mittel,niedrig,niedrig,hoch,niedrig
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14,38.77,mittel,niedrig,hoch,niedrig,hoch,hoch,mittel,niedrig
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,37.44,hoch,niedrig,niedrig,mittel,niedrig,hoch,niedrig,niedrig
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,35.75,hoch,mittel,hoch,niedrig,hoch,mittel,mittel,niedrig
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,56,31.72,niedrig,niedrig,hoch,niedrig,hoch,hoch,mittel,hoch
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,33.04,mittel,hoch,niedrig,mittel,niedrig,mittel,niedrig,niedrig
380.0,95.0,0.0,228.0,0.0,932.0,594.0,90,40.56,hoch,mittel,niedrig,hoch,niedrig,niedrig,niedrig,hoch
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02,niedrig,hoch,hoch,mittel,mittel,mittel,niedrig,hoch
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7,45.7,hoch,mittel,niedrig,niedrig,hoch,niedrig,hoch,niedrig
331.0,0.0,0.0,192.0,0.0,978.0,825.0,360,41.24,hoch,niedrig,niedrig,mittel,niedrig,mittel,hoch,hoch
277.0,117.0,91.0,191.0,7.0,946.0,666.0,28,43.57,mittel,hoch,mittel,mittel,mittel,mittel,niedrig,niedrig
321.0,0.0,128.0,182.0,11.0,870.0,780.0,28,37.26,mittel,niedrig,hoch,mittel,hoch,niedrig,mittel,niedrig
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,64.9,mittel,hoch,niedrig,mittel,mittel,hoch,niedrig,hoch
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28,74.99,hoch,niedrig,niedrig,niedrig,niedrig,niedrig,hoch,niedrig
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,56.14,hoch,mittel,mittel,niedrig,hoch,mittel,niedrig,hoch
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,21.18,hoch,niedrig,niedrig,mittel,niedrig,hoch,mittel,niedrig
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,38.0,mittel,hoch,niedrig,niedrig,hoch,mittel,mittel,niedrig
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90,50.53,mittel,hoch,niedrig,mittel,niedrig,niedrig,niedrig,hoch
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14,25.37,niedrig,niedrig,hoch,niedrig,hoch,mittel,hoch,niedrig
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28,43.7,hoch,niedrig,niedrig,mittel,niedrig,hoch,niedrig,niedrig
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,28.99,niedrig,hoch,hoch,hoch,hoch,niedrig,niedrig,niedrig
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,32.72,hoch,niedrig,niedrig,mittel,niedrig,hoch,hoch,niedrig
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.33,hoch,mittel,hoch,mittel,hoch,mittel,niedrig,niedrig
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,100,39.23,niedrig,mittel,hoch,niedrig,mittel,hoch,mittel,hoch
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,hoch,hoch,niedrig,niedrig,hoch,mittel,mittel,hoch
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,32.05,mittel,hoch,niedrig,mittel,niedrig,hoch,niedrig,niedrig
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365,43.7,hoch,mittel,niedrig,hoch,niedrig,niedrig,niedrig,hoch
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,39.3,hoch,hoch,niedrig,mittel,hoch,niedrig,niedrig,niedrig
261.9,110.5,86.1,195.4,5.0,895.2,732.6,28,33.72,mittel,mittel,mittel,hoch,mittel,niedrig,niedrig,niedrig
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,19.69,mittel,niedrig,niedrig,mittel,niedrig,hoch,mittel,niedrig
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28,71.99,hoch,niedrig,niedrig,niedrig,niedrig,hoch,mittel,niedrig
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,3,12.45,niedrig,niedrig,hoch,niedrig,mittel,hoch,hoch,niedrig
148.0,175.0,0.0,171.0,2.0,1000.0,828.0,28,26.92,niedrig,hoch,niedrig,niedrig,mittel,mittel,hoch,niedrig
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28,38.8,mittel,hoch,niedrig,mittel,niedrig,niedrig,niedrig,niedrig
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,66.78,hoch,mittel,hoch,niedrig,hoch,mittel,mittel,hoch
356.0,0.0,142.0,193.0,11.0,801.0,778.0,28,40.87,hoch,niedrig,hoch,hoch,hoch,niedrig,mittel,niedrig
382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,11.47,hoch,niedrig,niedrig,mittel,niedrig,hoch,mittel,niedrig
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,73.3,hoch,hoch,niedrig,mittel,hoch,niedrig,niedrig,hoch
264.5,111.0,86.5,195.5,5.9,832.6,790.4,28,41.54,mittel,mittel,mittel,hoch,mittel,niedrig,mittel,niedrig
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14,21.06,niedrig,niedrig,hoch,niedrig,mittel,hoch,hoch,niedrig
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94,niedrig,mittel,hoch,niedrig,hoch,hoch,niedrig,hoch
317.9,0.0,126.5,209.7,5.7,860.5,736.6,28,40.06,mittel,niedrig,hoch,hoch,mittel,niedrig,niedrig,niedrig
288.4,121.0,0.0,177.4,7.0,907.9,829.5,28,42.14,mittel,hoch,niedrig,mittel,mittel,niedrig,hoch,niedrig
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2,hoch,mittel,niedrig,niedrig,hoch,niedrig,hoch,hoch
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,25.12,hoch,mittel,hoch,niedrig,hoch,mittel,mittel,niedrig
237.5,237.5,0.0,228.0,0.0,932.0,594.0,365,39.0,mittel,hoch,niedrig,hoch,niedrig,niedrig,niedrig,hoch
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28,27.87,niedrig,hoch,niedrig,mittel,niedrig,niedrig,hoch,niedrig
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28,37.43,hoch,mittel,niedrig,hoch,niedrig,niedrig,niedrig,niedrig
162.0,207.0,172.0,216.0,10.0,822.0,638.0,28,39.84,niedrig,hoch,hoch,hoch,hoch,niedrig,niedrig,niedrig
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56,44.14,mittel,niedrig,hoch,niedrig,hoch,mittel,hoch,hoch
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3,hoch,mittel,niedrig,niedrig,hoch,niedrig,hoch,hoch
491.0,26.0,123.0,210.0,3.9,882.0,699.0,7,33.49,hoch,mittel,hoch,hoch,mittel,niedrig,niedrig,niedrig
275.0,180.0,120.0,162.0,10.4,830.0,765.0,28,76.24,mittel,hoch,hoch,niedrig,hoch,niedrig,mittel,niedrig
145.4,0.0,178.9,201.7,7.8,824.0,868.7,28,10.54,niedrig,niedrig,hoch,hoch,mittel,niedrig,hoch,niedrig
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,hoch,hoch,niedrig,niedrig,hoch,mittel,mittel,hoch
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45,mittel,mittel,mittel,niedrig,hoch,hoch,mittel,niedrig
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,3,13.54,niedrig,niedrig,hoch,niedrig,mittel,hoch,hoch,niedrig
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100,46.23,mittel,niedrig,hoch,niedrig,hoch,hoch,mittel,hoch
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,14,36.99,mittel,niedrig,hoch,mittel,hoch,hoch,niedrig,niedrig
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28,31.97,hoch,niedrig,niedrig,mittel,niedrig,niedrig,hoch,niedrig
280.0,129.0,100.0,172.0,9.0,825.0,805.0,28,52.82,mittel,hoch,hoch,niedrig,mittel,niedrig,hoch,niedrig
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99,niedrig,hoch,hoch,mittel,mittel,hoch,niedrig,hoch
339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28,31.65,hoch,niedrig,niedrig,mittel,niedrig,hoch,mittel,niedrig
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1,12.64,hoch,niedrig,niedrig,hoch,niedrig,hoch,niedrig,niedrig
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,22.9,hoch,hoch,niedrig,niedrig,hoch,mittel,mittel,niedrig
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3,29.0,hoch,mittel,niedrig,niedrig,hoch,niedrig,hoch,niedrig
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7,24.0,hoch,niedrig,niedrig,mittel,niedrig,hoch,niedrig,niedrig
451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28,78.8,hoch,niedrig,niedrig,niedrig,hoch,hoch,niedrig,niedrig
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28,33.94,mittel,niedrig,hoch,niedrig,hoch,mittel,hoch,niedrig
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90,39.7,niedrig,hoch,niedrig,hoch,niedrig,mittel,niedrig,hoch
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7,8.37,niedrig,mittel,niedrig,mittel,niedrig,niedrig,hoch,niedrig
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3,25.2,mittel,hoch,niedrig,niedrig,hoch,niedrig,hoch,niedrig
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28,25.18,mittel,niedrig,niedrig,mittel,niedrig,hoch,mittel,niedrig
313.8,0.0,112.6,169.9,10.1,925.3,782.9,28,38.46,mittel,niedrig,hoch,niedrig,hoch,niedrig,mittel,niedrig
164.0,0.0,200.0,181.0,13.0,849.0,846.0,28,15.09,niedrig,niedrig,hoch,mittel,hoch,niedrig,hoch,niedrig
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56,51.96,mittel,niedrig,hoch,mittel,hoch,hoch,niedrig,hoch
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3,15.44,mittel,niedrig,hoch,mittel,mittel,hoch,mittel,niedrig
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7,19.54,niedrig,hoch,niedrig,hoch,niedrig,mittel,niedrig,niedrig
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3,hoch,mittel,niedrig,niedrig,hoch,niedrig,hoch,hoch
310.0,143.0,111.0,168.0,22.0,914.0,651.0,28,33.69,mittel,hoch,hoch,niedrig,hoch,niedrig,niedrig,niedrig
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90,40.66,hoch,niedrig,niedrig,mittel,niedrig,hoch,hoch,hoch
480.0,0.0,0.0,192.0,0.0,936.0,721.0,3,24.39,hoch,niedrig,niedrig,mittel,niedrig,niedrig,niedrig,niedrig
298.1,0.0,107.5,163.6,12.8,953.2,784.0,28,35.87,mittel,niedrig,hoch,niedrig,hoch,mittel,mittel,niedrig
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,51.02,hoch,mittel,mittel,niedrig,hoch,mittel,niedrig,niedrig
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,14.54,hoch,niedrig,niedrig,mittel,niedrig,hoch,mittel,niedrig
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,58.52,hoch,niedrig,niedrig,niedrig,hoch,hoch,niedrig,niedrig
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,hoch,hoch,niedrig,niedrig,hoch,mittel,mittel,niedrig
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,26.06,hoch,niedrig,niedrig,hoch,niedrig,hoch,niedrig,niedrig
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2,hoch,mittel,niedrig,niedrig,hoch,niedrig,hoch,hoch
261.0,100.0,78.0,201.0,9.0,864.0,761.0,28,32.4,mittel,mittel,mittel,hoch,mittel,niedrig,mittel,niedrig
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,68.75,hoch,mittel,hoch,niedrig,hoch,mittel,mittel,hoch
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90,33.12,mittel,hoch,niedrig,hoch,niedrig,niedrig,niedrig,hoch
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,19.2,hoch,niedrig,niedrig,mittel,niedrig,niedrig,mittel,niedrig
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,72.99,mittel,hoch,niedrig,niedrig,hoch,mittel,mittel,hoch
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,50.77,niedrig,mittel,mittel,mittel,mittel,hoch,mittel,hoch
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99,niedrig,mittel,hoch,niedrig,hoch,hoch,niedrig,hoch
238.1,0.0,94.1,186.7,7.0,949.9,847.0,3,19.93,mittel,niedrig,mittel,mittel,mittel,mittel,hoch,niedrig
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14,24.43,mittel,niedrig,hoch,mittel,mittel,hoch,mittel,niedrig
387.0,20.0,94.0,157.0,13.9,938.0,845.0,56,47.97,hoch,mittel,mittel,niedrig,hoch,niedrig,hoch,hoch
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7,46.9,hoch,niedrig,niedrig,niedrig,hoch,niedrig,hoch,niedrig
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,50.95,mittel,mittel,niedrig,hoch,niedrig,niedrig,niedrig,hoch
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90,58.78,hoch,niedrig,niedrig,mittel,niedrig,hoch,niedrig,hoch
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,29.16,niedrig,mittel,hoch,mittel,mittel,niedrig,hoch,niedrig
212.0,141.3,0.0,203.5,0.0,973.4,750.0,3,6.81,niedrig,hoch,niedrig,hoch,niedrig,mittel,niedrig,niedrig
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7,46.2,hoch,hoch,niedrig,niedrig,hoch,niedrig,mittel,niedrig
165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28,18.03,niedrig,niedrig,hoch,mittel,hoch,hoch,niedrig,niedrig
424.0,22.0,132.0,168.0,8.9,822.0,750.0,28,72.1,hoch,mittel,hoch,niedrig,mittel,niedrig,niedrig,niedrig
150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28,37.43,niedrig,hoch,niedrig,mittel,hoch,hoch,niedrig,niedrig
212.0,141.3,0.0,203.5,0.0,973.4,750.0,7,15.03,niedrig,hoch,niedrig,hoch,niedrig,mittel,niedrig,niedrig
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7,19.77,mittel,hoch,niedrig,mittel,niedrig,hoch,niedrig,niedrig
284.0,15.0,141.0,179.0,5.5,842.0,801.0,28,43.73,mittel,mittel,hoch,mittel,mittel,niedrig,mittel,niedrig
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3,6.28,niedrig,hoch,niedrig,mittel,niedrig,niedrig,hoch,niedrig
260.0,101.0,78.0,171.0,10.0,936.0,763.0,28,49.77,mittel,mittel,mittel,niedrig,hoch,niedrig,mittel,niedrig
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,31.97,hoch,niedrig,niedrig,hoch,niedrig,mittel,mittel,niedrig
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,47.1,hoch,hoch,niedrig,niedrig,hoch,hoch,niedrig,niedrig
233.8,0.0,94.6,197.9,4.6,947.0,852.2,56,27.66,mittel,niedrig,mittel,hoch,mittel,mittel,hoch,hoch
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,27.94,niedrig,hoch,niedrig,mittel,niedrig,hoch,niedrig,niedrig
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90,47.22,hoch,niedrig,niedrig,hoch,niedrig,hoch,niedrig,hoch
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14,32.9,niedrig,mittel,hoch,niedrig,mittel,hoch,mittel,niedrig
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3,13.33,niedrig,niedrig,hoch,niedrig,hoch,mittel,hoch,niedrig
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28,47.4,mittel,niedrig,hoch,mittel,hoch,hoch,niedrig,niedrig
153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28,25.56,niedrig,hoch,hoch,mittel,mittel,mittel,niedrig,niedrig
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28,24.28,niedrig,mittel,niedrig,mittel,niedrig,mittel,hoch,niedrig
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7,42.42,hoch,niedrig,niedrig,mittel,niedrig,hoch,niedrig,niedrig
289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,25.57,mittel,niedrig,niedrig,mittel,niedrig,niedrig,hoch,niedrig
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28,39.7,mittel,hoch,niedrig,mittel,niedrig,mittel,niedrig,niedrig
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,43.5,niedrig,mittel,hoch,niedrig,mittel,hoch,mittel,hoch
144.0,136.0,106.0,178.0,7.0,941.0,774.0,28,26.14,niedrig,hoch,hoch,mittel,mittel,mittel,mittel,niedrig
155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28,18.28,niedrig,hoch,niedrig,hoch,mittel,hoch,niedrig,niedrig
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3,13.12,mittel,niedrig,hoch,mittel,mittel,hoch,mittel,niedrig
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.3,hoch,hoch,niedrig,mittel,mittel,niedrig,mittel,hoch
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270,50.66,niedrig,hoch,niedrig,hoch,niedrig,niedrig,niedrig,hoch
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28,33.66,niedrig,hoch,niedrig,mittel,niedrig,niedrig,mittel,niedrig
355.0,19.0,97.0,145.0,13.1,967.0,871.0,28,44.03,hoch,mittel,mittel,niedrig,hoch,mittel,hoch,niedrig
202.0,11.0,141.0,206.0,1.7,942.0,801.0,56,23.25,niedrig,mittel,hoch,hoch,mittel,mittel,mittel,hoch
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,55.25,hoch,mittel,mittel,niedrig,hoch,mittel,niedrig,hoch
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91,66.7,hoch,mittel,niedrig,niedrig,hoch,niedrig,mittel,hoch
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9,hoch,hoch,niedrig,niedrig,hoch,mittel,mittel,niedrig
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29,hoch,mittel,niedrig,niedrig,hoch,niedrig,hoch,niedrig
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,100,40.57,niedrig,niedrig,hoch,niedrig,mittel,hoch,hoch,hoch
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28,30.57,hoch,niedrig,niedrig,mittel,niedrig,hoch,mittel,niedrig
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100,44.21,mittel,niedrig,hoch,mittel,mittel,hoch,mittel,hoch
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180,61.92,hoch,niedrig,niedrig,mittel,niedrig,hoch,niedrig,hoch
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56,42.55,niedrig,niedrig,hoch,niedrig,mittel,hoch,hoch,hoch
149.0,236.0,0.0,176.0,13.0,847.0,893.0,28,32.96,niedrig,hoch,niedrig,mittel,hoch,niedrig,hoch,niedrig
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,60.2,hoch,mittel,niedrig,niedrig,hoch,niedrig,hoch,hoch
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06,niedrig,mittel,hoch,niedrig,mittel,mittel,mittel,hoch
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56,36.56,niedrig,niedrig,hoch,niedrig,niedrig,mittel,hoch,hoch
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,3,7.75,niedrig,mittel,hoch,niedrig,mittel,hoch,mittel,niedrig
157.0,214.0,152.0,200.0,9.0,819.0,704.0,28,33.05,niedrig,hoch,hoch,hoch,mittel,niedrig,niedrig,niedrig
272.6,0.0,89.6,198.7,10.6,931.3,762.2,28,32.25,mittel,niedrig,mittel,hoch,hoch,niedrig,mittel,niedrig
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100,45.37,mittel,niedrig,hoch,niedrig,hoch,mittel,hoch,hoch
322.0,0.0,0.0,203.0,0.0,974.0,800.0,28,25.18,mittel,niedrig,niedrig,hoch,niedrig,mittel,mittel,niedrig
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,10.34,mittel,niedrig,niedrig,mittel,niedrig,hoch,mittel,niedrig
424.0,22.0,132.0,168.0,8.9,822.0,750.0,56,74.36,hoch,mittel,hoch,niedrig,mittel,niedrig,niedrig,hoch
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,36.45,hoch,niedrig,niedrig,hoch,niedrig,mittel,mittel,hoch
